  1560.7     11.7   469.4  156.58  733.32 0020 !   97
  1572.4     11.7   469.4  156.58  738.82 0010 !   98
  1584.1     11.7   469.4  156.58  744.32 0020 !   99
  1595.8     11.7   469.4  156.58  749.82 0010 !  100
  1607.5     11.7   469.4  156.58  755.32 0020 !  101
  1619.2     11.7   469.4  156.58  760.82 0010 !  102
  1630.9     11.7   469.4  156.58  766.32 0020 !  103
  1642.6     11.7   469.4  156.58  771.82 0010 !  104
  1654.3     11.7   469.4  156.58  777.32 0020 !  105
  1666.1     11.7   469.4  156.58  782.82 0010 !  106
  1677.8     11.7   469.4  156.58  788.32 0020 !  107
  1689.5     11.7   469.4  156.59  793.82 0010 !  108
  1701.2     11.7   469.4  156.59  799.32 0020 !  109
  1712.9     11.7   469.4  156.58  804.82 0010 !  110
  1724.6     11.7   469.4  156.59  810.32 0020 !  111
  1736.3     11.7   469.4  156.59  815.82 0010 !  112
  1748.0     11.7   469.4  156.59  821.32 0020 !  113
  1759.7     11.7   469.4  156.59  826.82 0010 !  114
  1771.4     11.7   469.4  156.59  832.32 0020 !  115
  1783.1     11.7   469.4  156.59  837.82 0010 !  116
  1794.8     11.7   469.4  156.59  843.32 0020 !  117
  1806.5     11.7   469.4  156.59  848.82 0010 !  118
  1818.2     11.7   469.4  156.59  854.32 0020 !  119
  1829.9     11.7   469.4  156.59  859.82 0010 !  120
  1841.7     11.7   469.4  156.59  865.32 0020 !  121
  1853.4     11.7   469.4  156.59  870.82 0010 !  122
  1865.1     11.7   469.4  156.59  876.32 0000 !  123
  1895.4     30.4   469.4  156.59  890.57 0000 !  DETECTION
